name,category
Špirálový miesič cesta IBM 30,Miesiče cesta na 230 V
Špirálový miesič cesta IBM 40,Miesiče cesta na 230 V
Špirálový miesič cesta IBM 50,Miesiče cesta na 230 V
Špirálový miesič cesta IBT 15,Miesiče cesta na 400 V
Špirálový miesič cesta IBT 20,Miesiče cesta na 400 V
Špirálový miesič cesta IBT 30,Miesiče cesta na 400 V
Špirálový miesič cesta IBT 40,Miesiče cesta na 400 V
Špirálový miesič cesta IBT 50,Miesiče cesta na 400 V
Špirálový miesič cesta IBT 60 2V,Miesiče cesta na 400 V
Špirálový miesič cesta IBV 15,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IBV 20,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IBV 30,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IBV 40,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IBV 50,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IBV 60,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IMR 5,Miesiče cesta na 230 V
Špirálový miesič cesta IMR 10,Miesiče cesta na 230 V
Špirálový miesič cesta IMR 15,Miesiče cesta na 230 V
Špirálový miesič cesta IMR 20,Miesiče cesta na 230 V
Špirálový miesič cesta IMR 30,Miesiče cesta na 230 V
Špirálový miesič cesta IMR 40,Miesiče cesta na 230 V
Špirálový miesič cesta IMR 50,Miesiče cesta na 230 V
Špirálový miesič cesta ITR 15,Miesiče cesta na 400 V
Špirálový miesič cesta ITR 20,Miesiče cesta na 400 V
Špirálový miesič cesta ITR 30,Miesiče cesta na 400 V
Špirálový miesič cesta ITR 40,Miesiče cesta na 400 V
Špirálový miesič cesta ITR 50,Miesiče cesta na 400 V
Špirálový miesič cesta IRV 15,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IRV 20,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IRV 30,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IRV 40,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IRV 50,Miesiče cesta s reguláciou otáčok
Špirálový miesič cesta IBT 15 2V H2O,Miesiče cesta H²O s pevnou hlavou a nádobou
Špirálový miesič cesta IBT 20 2V H2O,Miesiče cesta H²O s pevnou hlavou a nádobou
Špirálový miesič cesta IBT 30 2V H2O,Miesiče cesta H²O s pevnou hlavou a nádobou
Špirálový miesič cesta IBT 40 2V H2O,Miesiče cesta H²O s pevnou hlavou a nádobou
Špirálový miesič cesta IBT 50 2V H2O,Miesiče cesta H²O s pevnou hlavou a nádobou
Špirálový miesič cesta IBT 60 2V H2O,Miesiče cesta H²O s pevnou hlavou a nádobou
Špirálový miesič cesta ITR 15 2V H2O,Miesiče cesta H²O s výklopnou hlavou a odpojiteľnou nádobou
Špirálový miesič cesta ITR 20 2V H2O,Miesiče cesta H²O s výklopnou hlavou a odpojiteľnou nádobou
Špirálový miesič cesta ITR 30 2V H2O,Miesiče cesta H²O s výklopnou hlavou a odpojiteľnou nádobou
Špirálový miesič cesta ITR 40 2V H2O,Miesiče cesta H²O s výklopnou hlavou a odpojiteľnou nádobou
Špirálový miesič cesta ITR 50 2V H2O,Miesiče cesta H²O s výklopnou hlavou a odpojiteľnou nádobou
